"timstamp","fx_rate","timestamp for entry"
"1636681624000","0.794287","2021-11-12"
"1636681636000","0.794281","2021-11-12"
"1636681652000","0.794407","2021-11-12"
"1636681664000","0.794325","2021-11-12"
"1636681672000","0.794407","2021-11-12"
"1636681692000","0.794407","2021-11-12"
"1636681703000","0.794388","2021-11-12"
"1636681717000","0.794294","2021-11-12"
"1636681730000","0.794294","2021-11-12"
"1636681745000","0.794287","2021-11-12"
"1636681757000","0.794407","2021-11-12"
"1636681772000","0.794205","2021-11-12"
"1636681786000","0.794224","2021-11-12"
"1636681799000","0.794199","2021-11-12"
"1636681810000","0.794199","2021-11-12"
"1636681826000","0.794243","2021-11-12"
"1636681840000","0.794243","2021-11-12"
"1636681853000","0.794344","2021-11-12"
"1636681863000","0.794344","2021-11-12"
"1636681879000","0.79425","2021-11-12"
"1636681890000","0.794224","2021-11-12"
"1636681900000","0.794168","2021-11-12"
"1636681920000","0.79418","2021-11-12"
"1636681924000","0.79418","2021-11-12"
"1636681946000","0.794199","2021-11-12"
"1636681960000","0.794193","2021-11-12"
"1636681974000","0.794281","2021-11-12"
"1636681987000","0.794218","2021-11-12"
"1636682000000","0.794168","2021-11-12"
"1636682014000","0.794155","2021-11-12"
"1636682026000","0.794193","2021-11-12"
"1636682041000","0.794344","2021-11-12"
"1636682051000","0.79418","2021-11-12"
"1636682067000","0.79413","2021-11-12"
"1636682080000","0.794123","2021-11-12"
"1636682093000","0.794237","2021-11-12"
"1636682105000","0.794123","2021-11-12"
"1636682121000","0.794123","2021-11-12"
"1636682134000","0.79406","2021-11-12"
"1636682148000","0.794092","2021-11-12"
"1636682161000","0.794067","2021-11-12"
"1636682175000","0.794073","2021-11-12"
"1636682186000","0.794092","2021-11-12"
"1636682200000","0.794035","2021-11-12"
"1636682215000","0.794067","2021-11-12"
"1636682226000","0.794092","2021-11-12"
"1636682241000","0.794218","2021-11-12"
"1636682253000","0.794117","2021-11-12"
"1636682264000","0.794079","2021-11-12"
"1636682282000","0.794079","2021-11-12"
"1636682295000","0.79406","2021-11-12"
"1636682307000","0.794073","2021-11-12"
"1636682322000","0.794218","2021-11-12"
"1636682336000","0.794098","2021-11-12"
"1636682347000","0.794218","2021-11-12"
"1636682362000","0.794218","2021-11-12"
"1636682371000","0.794054","2021-11-12"
"1636682387000","0.794155","2021-11-12"
"1636682403000","0.79406","2021-11-12"
"1636682415000","0.794035","2021-11-12"
"1636682428000","0.794035","2021-11-12"
"1636682440000","0.794067","2021-11-12"
"1636682456000","0.794079","2021-11-12"
"1636682469000","0.794092","2021-11-12"
"1636682483000","0.794092","2021-11-12"
"1636682495000","0.79413","2021-11-12"
"1636682509000","0.794111","2021-11-12"
"1636682523000","0.794098","2021-11-12"
"1636682530000","0.794092","2021-11-12"
"1636682550000","0.794092","2021-11-12"
"1636682564000","0.794155","2021-11-12"
"1636682577000","0.794086","2021-11-12"
"1636682589000","0.794281","2021-11-12"
"1636682604000","0.794218","2021-11-12"
"1636682615000","0.794123","2021-11-12"
"1636682630000","0.794117","2021-11-12"
"1636682644000","0.794092","2021-11-12"
"1636682654000","0.794155","2021-11-12"
"1636682670000","0.794098","2021-11-12"
"1636682680000","0.79413","2021-11-12"
"1636682694000","0.794281","2021-11-12"
"1636682710000","0.794123","2021-11-12"
"1636682724000","0.794237","2021-11-12"
"1636682735000","0.794155","2021-11-12"
"1636682750000","0.794067","2021-11-12"
"1636682763000","0.794218","2021-11-12"
"1636682775000","0.794155","2021-11-12"
"1636682790000","0.794035","2021-11-12"
"1636682805000","0.794035","2021-11-12"
"1636682815000","0.794155","2021-11-12"
"1636682830000","0.794098","2021-11-12"
"1636682844000","0.794136","2021-11-12"
"1636682855000","0.794218","2021-11-12"
"1636682871000","0.794029","2021-11-12"
"1636682884000","0.79406","2021-11-12"
"1636682898000","0.794029","2021-11-12"
"1636682912000","0.794016","2021-11-12"
"1636682926000","0.794092","2021-11-12"
"1636682936000","0.794029","2021-11-12"
"1636682951000","0.794092","2021-11-12"
"1636682966000","0.794035","2021-11-12"
"1636682978000","0.79406","2021-11-12"
"1636682991000","0.794029","2021-11-12"
"1636683006000","0.794016","2021-11-12"
"1636683019000","0.794035","2021-11-12"
"1636683031000","0.794155","2021-11-12"
"1636683046000","0.794042","2021-11-12"
"1636683058000","0.794035","2021-11-12"
"1636683071000","0.794042","2021-11-12"
"1636683087000","0.794155","2021-11-12"
"1636683100000","0.794035","2021-11-12"
"1636683112000","0.79406","2021-11-12"
"1636683127000","0.794218","2021-11-12"
"1636683140000","0.793997","2021-11-12"
"1636683150000","0.793966","2021-11-12"
"1636683161000","0.79396","2021-11-12"
"1636683180000","0.793966","2021-11-12"
"1636683193000","0.793978","2021-11-12"
"1636683206000","0.793934","2021-11-12"
"1636683220000","0.793941","2021-11-12"
"1636683234000","0.793941","2021-11-12"
"1636683248000","0.793934","2021-11-12"
"1636683260000","0.79396","2021-11-12"
"1636683271000","0.793966","2021-11-12"
"1636683288000","0.793972","2021-11-12"
"1636683299000","0.793934","2021-11-12"
"1636683315000","0.793947","2021-11-12"
"1636683328000","0.793947","2021-11-12"
"1636683337000","0.793934","2021-11-12"
"1636683355000","0.793985","2021-11-12"
"1636683367000","0.793972","2021-11-12"
"1636683381000","0.793953","2021-11-12"
"1636683395000","0.793966","2021-11-12"
"1636683408000","0.793953","2021-11-12"
"1636683421000","0.793922","2021-11-12"
"1636683436000","0.794092","2021-11-12"
"1636683449000","0.793897","2021-11-12"
"1636683460000","0.793934","2021-11-12"
"1636683473000","0.793922","2021-11-12"
"1636683485000","0.794029","2021-11-12"
"1636683500000","0.794218","2021-11-12"
"1636683516000","0.793966","2021-11-12"
"1636683521000","0.793852","2021-11-12"
"1636683542000","0.79389","2021-11-12"
"1636683551000","0.79389","2021-11-12"
"1636683568000","0.793966","2021-11-12"
"1636683583000","0.794029","2021-11-12"
"1636683593000","0.793966","2021-11-12"
"1636683602000","0.79389","2021-11-12"
"1636683623000","0.793865","2021-11-12"
"1636683636000","0.793897","2021-11-12"
"1636683650000","0.793846","2021-11-12"
"1636683662000","0.793852","2021-11-12"
"1636683677000","0.793878","2021-11-12"
"1636683690000","0.793871","2021-11-12"
"1636683700000","0.793871","2021-11-12"
"1636683717000","0.794029","2021-11-12"
"1636683726000","0.793884","2021-11-12"
"1636683742000","0.793852","2021-11-12"
"1636683757000","0.794092","2021-11-12"
"1636683770000","0.793852","2021-11-12"
"1636683782000","0.793966","2021-11-12"
"1636683793000","0.793865","2021-11-12"
"1636683810000","0.793871","2021-11-12"
"1636683822000","0.793966","2021-11-12"
"1636683837000","0.793852","2021-11-12"
"1636683850000","0.793852","2021-11-12"
"1636683864000","0.793922","2021-11-12"
"1636683878000","0.793966","2021-11-12"
"1636683888000","0.793852","2021-11-12"
"1636683903000","0.794029","2021-11-12"
"1636683918000","0.794029","2021-11-12"
"1636683928000","0.793846","2021-11-12"
"1636683945000","0.794092","2021-11-12"
"1636683958000","0.793859","2021-11-12"
"1636683970000","0.793966","2021-11-12"
"1636683985000","0.793897","2021-11-12"
"1636683997000","0.793966","2021-11-12"
"1636684012000","0.793966","2021-11-12"
"1636684024000","0.793859","2021-11-12"
