"timstamp","fx_rate","timestamp for entry"
"1636747103000","1.086366","2021-11-12"
"1636747114000","1.086225","2021-11-12"
"1636747125000","1.085941","2021-11-12"
"1636747136000","1.085941","2021-11-12"
"1636747147000","1.086083","2021-11-12"
"1636747157000","1.086166","2021-11-12"
"1636747168000","1.086107","2021-11-12"
"1636747179000","1.086071","2021-11-12"
"1636747189000","1.086107","2021-11-12"
"1636747200000","1.086","2021-11-12"
"1636747211000","1.086107","2021-11-12"
"1636747222000","1.08613","2021-11-12"
"1636747232000","1.085882","2021-11-12"
"1636747243000","1.085871","2021-11-12"
"1636747252000","1.085953","2021-11-12"
"1636747264000","1.085812","2021-11-12"
"1636747275000","1.085894","2021-11-12"
"1636747286000","1.085906","2021-11-12"
"1636747296000","1.086166","2021-11-12"
"1636747306000","1.086166","2021-11-12"
"1636747318000","1.085894","2021-11-12"
"1636747328000","1.085918","2021-11-12"
"1636747338000","1.085894","2021-11-12"
"1636747350000","1.085894","2021-11-12"
"1636747360000","1.085894","2021-11-12"
"1636747371000","1.086095","2021-11-12"
"1636747380000","1.086083","2021-11-12"
"1636747392000","1.085882","2021-11-12"
"1636747402000","1.086036","2021-11-12"
"1636747414000","1.085906","2021-11-12"
"1636747425000","1.086248","2021-11-12"
"1636747434000","1.086107","2021-11-12"
"1636747446000","1.085894","2021-11-12"
"1636747457000","1.086071","2021-11-12"
"1636747468000","1.085906","2021-11-12"
"1636747477000","1.086095","2021-11-12"
"1636747489000","1.086107","2021-11-12"
"1636747500000","1.085989","2021-11-12"
"1636747509000","1.085989","2021-11-12"
"1636747521000","1.086","2021-11-12"
"1636747532000","1.086213","2021-11-12"
"1636747543000","1.086366","2021-11-12"
"1636747553000","1.08613","2021-11-12"
"1636747563000","1.086236","2021-11-12"
"1636747575000","1.085977","2021-11-12"
"1636747585000","1.086","2021-11-12"
"1636747593000","1.085953","2021-11-12"
"1636747606000","1.086177","2021-11-12"
"1636747617000","1.086095","2021-11-12"
"1636747628000","1.086248","2021-11-12"
"1636747639000","1.086248","2021-11-12"
"1636747648000","1.086","2021-11-12"
"1636747660000","1.086083","2021-11-12"
"1636747670000","1.085965","2021-11-12"
"1636747681000","1.085989","2021-11-12"
"1636747692000","1.086071","2021-11-12"
"1636747703000","1.086201","2021-11-12"
"1636747714000","1.086248","2021-11-12"
"1636747724000","1.086248","2021-11-12"
"1636747735000","1.086095","2021-11-12"
"1636747744000","1.08613","2021-11-12"
"1636747756000","1.086095","2021-11-12"
"1636747767000","1.086201","2021-11-12"
"1636747776000","1.086024","2021-11-12"
"1636747787000","1.086083","2021-11-12"
"1636747799000","1.086248","2021-11-12"
"1636747809000","1.086366","2021-11-12"
"1636747821000","1.086366","2021-11-12"
"1636747831000","1.086","2021-11-12"
"1636747842000","1.086036","2021-11-12"
"1636747853000","1.086048","2021-11-12"
"1636747863000","1.086012","2021-11-12"
"1636747874000","1.086","2021-11-12"
"1636747885000","1.086248","2021-11-12"
"1636747896000","1.086248","2021-11-12"
"1636747906000","1.085977","2021-11-12"
"1636747917000","1.086166","2021-11-12"
"1636747921000","1.086248","2021-11-12"
"1636747936000","1.085977","2021-11-12"
"1636747947000","1.085978","2021-11-12"
"1636747959000","1.08613","2021-11-12"
"1636747970000","1.085977","2021-11-12"
"1636747981000","1.08613","2021-11-12"
"1636747991000","1.08613","2021-11-12"
"1636748002000","1.086083","2021-11-12"
"1636748013000","1.08613","2021-11-12"
"1636748024000","1.086189","2021-11-12"
"1636748034000","1.086166","2021-11-12"
"1636748045000","1.086166","2021-11-12"
"1636748055000","1.085906","2021-11-12"
"1636748066000","1.08613","2021-11-12"
"1636748077000","1.086154","2021-11-12"
"1636748087000","1.085894","2021-11-12"
"1636748098000","1.086166","2021-11-12"
"1636748110000","1.085882","2021-11-12"
"1636748117000","1.085882","2021-11-12"
"1636748130000","1.086154","2021-11-12"
"1636748141000","1.08613","2021-11-12"
"1636748152000","1.08613","2021-11-12"
"1636748163000","1.0858","2021-11-12"
"1636748174000","1.085823","2021-11-12"
"1636748184000","1.085918","2021-11-12"
"1636748195000","1.085706","2021-11-12"
"1636748204000","1.085717","2021-11-12"
"1636748216000","1.08567","2021-11-12"
"1636748223000","1.085977","2021-11-12"
"1636748238000","1.085894","2021-11-12"
"1636748249000","1.085894","2021-11-12"
"1636748259000","1.085894","2021-11-12"
"1636748270000","1.085894","2021-11-12"
"1636748281000","1.085989","2021-11-12"
"1636748291000","1.086","2021-11-12"
"1636748301000","1.085706","2021-11-12"
"1636748313000","1.085882","2021-11-12"
"1636748322000","1.085741","2021-11-12"
"1636748333000","1.085717","2021-11-12"
"1636748345000","1.085894","2021-11-12"
"1636748355000","1.08613","2021-11-12"
"1636748364000","1.085989","2021-11-12"
"1636748376000","1.085694","2021-11-12"
"1636748386000","1.086","2021-11-12"
"1636748395000","1.08567","2021-11-12"
"1636748409000","1.085717","2021-11-12"
"1636748416000","1.085717","2021-11-12"
"1636748430000","1.085717","2021-11-12"
"1636748441000","1.085965","2021-11-12"
"1636748451000","1.085965","2021-11-12"
"1636748462000","1.085776","2021-11-12"
