"timstamp","fx_rate","timestamp for entry"
"1636747102000","0.733622","2021-11-12"
"1636747113000","0.73329","2021-11-12"
"1636747124000","0.73329","2021-11-12"
"1636747135000","0.7333","2021-11-12"
"1636747146000","0.7333","2021-11-12"
"1636747155000","0.73327","2021-11-12"
"1636747168000","0.73321","2021-11-12"
"1636747178000","0.73316","2021-11-12"
"1636747188000","0.733299","2021-11-12"
"1636747200000","0.73303","2021-11-12"
"1636747210000","0.73311","2021-11-12"
"1636747221000","0.73316","2021-11-12"
"1636747232000","0.73308","2021-11-12"
"1636747242000","0.73317","2021-11-12"
"1636747253000","0.73317","2021-11-12"
"1636747263000","0.73316","2021-11-12"
"1636747274000","0.73315","2021-11-12"
"1636747285000","0.7332","2021-11-12"
"1636747293000","0.733407","2021-11-12"
"1636747307000","0.733251","2021-11-12"
"1636747318000","0.7333","2021-11-12"
"1636747328000","0.733159","2021-11-12"
"1636747339000","0.7331","2021-11-12"
"1636747350000","0.7331","2021-11-12"
"1636747360000","0.73309","2021-11-12"
"1636747370000","0.73311","2021-11-12"
"1636747382000","0.7333","2021-11-12"
"1636747392000","0.7333","2021-11-12"
"1636747402000","0.733192","2021-11-12"
"1636747414000","0.733407","2021-11-12"
"1636747424000","0.733299","2021-11-12"
"1636747434000","0.733299","2021-11-12"
"1636747445000","0.733084","2021-11-12"
"1636747455000","0.733084","2021-11-12"
"1636747467000","0.7333","2021-11-12"
"1636747478000","0.73306","2021-11-12"
"1636747488000","0.733068","2021-11-12"
"1636747497000","0.73311","2021-11-12"
"1636747509000","0.73312","2021-11-12"
"1636747520000","0.73311","2021-11-12"
"1636747531000","0.73305","2021-11-12"
"1636747542000","0.73306","2021-11-12"
"1636747553000","0.73305","2021-11-12"
"1636747563000","0.733052","2021-11-12"
"1636747574000","0.73305","2021-11-12"
"1636747583000","0.73305","2021-11-12"
"1636747594000","0.73302","2021-11-12"
"1636747606000","0.733299","2021-11-12"
"1636747614000","0.73305","2021-11-12"
"1636747627000","0.733079","2021-11-12"
"1636747638000","0.7332","2021-11-12"
"1636747648000","0.7332","2021-11-12"
"1636747658000","0.7331","2021-11-12"
"1636747670000","0.7331","2021-11-12"
"1636747681000","0.73307","2021-11-12"
"1636747690000","0.73309","2021-11-12"
"1636747702000","0.733186","2021-11-12"
"1636747711000","0.733407","2021-11-12"
"1636747724000","0.7333","2021-11-12"
"1636747735000","0.7331","2021-11-12"
"1636747745000","0.733063","2021-11-12"
"1636747755000","0.73306","2021-11-12"
"1636747766000","0.73305","2021-11-12"
"1636747778000","0.733089","2021-11-12"
"1636747786000","0.73307","2021-11-12"
"1636747794000","0.73306","2021-11-12"
"1636747804000","0.73306","2021-11-12"
"1636747820000","0.73311","2021-11-12"
"1636747830000","0.73312","2021-11-12"
"1636747840000","0.73311","2021-11-12"
"1636747852000","0.733175","2021-11-12"
"1636747861000","0.7334","2021-11-12"
"1636747871000","0.7332","2021-11-12"
"1636747882000","0.733132","2021-11-12"
"1636747893000","0.733132","2021-11-12"
"1636747906000","0.7333","2021-11-12"
"1636747916000","0.73314","2021-11-12"
"1636747926000","0.733132","2021-11-12"
"1636747938000","0.7331","2021-11-12"
"1636747948000","0.733192","2021-11-12"
"1636747957000","0.733063","2021-11-12"
"1636747969000","0.733068","2021-11-12"
"1636747979000","0.73306","2021-11-12"
"1636747991000","0.7332","2021-11-12"
"1636748002000","0.733132","2021-11-12"
"1636748013000","0.73306","2021-11-12"
"1636748022000","0.733052","2021-11-12"
"1636748034000","0.733299","2021-11-12"
"1636748045000","0.733052","2021-11-12"
"1636748055000","0.733041","2021-11-12"
"1636748065000","0.733063","2021-11-12"
"1636748074000","0.733063","2021-11-12"
"1636748087000","0.73303","2021-11-12"
"1636748098000","0.73305","2021-11-12"
"1636748109000","0.73306","2021-11-12"
"1636748120000","0.733299","2021-11-12"
"1636748130000","0.73306","2021-11-12"
"1636748140000","0.7331","2021-11-12"
"1636748152000","0.733052","2021-11-12"
"1636748162000","0.7333","2021-11-12"
"1636748173000","0.73303","2021-11-12"
"1636748183000","0.73299","2021-11-12"
"1636748194000","0.73303","2021-11-12"
"1636748204000","0.73303","2021-11-12"
"1636748216000","0.73302","2021-11-12"
